id;reference;demande_id;source_year;date_intervention;type_intervention;zone;technicien;finalite;notes;statut;created_at;updated_at
465;2026-RA-INT0465;95;2026;2026-02-02;Campagne prélèvements terrain;Place Grandclément entre Chirat et Leclerc;F. Montet;Base;Groupe auto prélèvements: 2026-RA-PRL0384, 2026-RA-PRL0385;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
129;2026-RA-INT0129;112;2026;2026-02-03;Portances dynaplaque;AT Parking / Grave alluvionnaire;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2026-SP-I0069;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
357;2026-RA-INT0357;44;2026;2026-02-03;Campagne prélèvements terrain;Croisement Salengro / Courteline;F. Montet;Base;Groupe auto prélèvements: 2026-RA-PRL0205, 2026-RA-PRL0206;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
472;2026-RA-INT0472;97;2026;2026-02-03;Campagne prélèvements terrain;Croisement Salengro / Courteline;F. Montet;Base;Groupe auto prélèvements: 2026-RA-PRL0396, 2026-RA-PRL0397;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
70;2026-RA-INT0070;106;2026;2026-02-04;Macrotexture PMT;Rue Marguerite , Courteline, entre 56 et 60 Salengro;F. Montet;;Groupe auto lignes brutes: 2026-SP-I0041;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
356;2026-RA-INT0356;44;2026;2026-02-04;Campagne prélèvements terrain;Rue Marguerite , Courteline et  Salengro;F. Montet;Roulement;Groupe auto prélèvements: 2026-RA-PRL0204;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
471;2026-RA-INT0471;97;2026;2026-02-04;Campagne prélèvements terrain;Rue Marguerite , Courteline et  Salengro;F. Montet;Roulement;Groupe auto prélèvements: 2026-RA-PRL0395;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
69;2026-RA-INT0069;106;2026;2026-02-06;Macrotexture PMT;Rue du vinatier et Guillotte;F. Montet;;Groupe auto lignes brutes: 2026-SP-I0040;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
134;2026-RA-INT0134;106;2026;2026-02-06;Portances dynaplaque;rue Spréafico / Marguerite / GDNT 0/31,5;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2026-SP-I0070;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
355;2026-RA-INT0355;44;2026;2026-02-06;Campagne prélèvements terrain;Croisement Leclerc / Guillotte;F. Montet;Base;Groupe auto prélèvements: 2026-RA-PRL0201, 2026-RA-PRL0202, 2026-RA-PRL0203;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
470;2026-RA-INT0470;97;2026;2026-02-06;Campagne prélèvements terrain;Croisement Leclerc / Guillotte;F. Montet;Base;Groupe auto prélèvements: 2026-RA-PRL0392, 2026-RA-PRL0393, 2026-RA-PRL0394;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
68;2026-RA-INT0068;106;2026;2026-02-09;Macrotexture PMT;Croisement Salengro / Courteline et rue Marguerite;F. Montet;;Groupe auto lignes brutes: 2026-SP-I0039;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
354;2026-RA-INT0354;44;2026;2026-02-09;Campagne prélèvements terrain;Croisement Salengro / Courteline;F. Montet;Roulement;Groupe auto prélèvements: 2026-RA-PRL0200;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
469;2026-RA-INT0469;97;2026;2026-02-09;Campagne prélèvements terrain;Croisement Salengro / Courteline;F. Montet;Roulement;Groupe auto prélèvements: 2026-RA-PRL0391;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
98;2026-RA-INT0098;108;2026;2026-02-12;Portances dynaplaque;Sous dallage / Grave alluvionnaire;F. Montet;;Groupe auto lignes brutes: 2026-SP-I0044, 2026-SP-I0045, 2026-SP-I0046;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
128;2026-RA-INT0128;112;2026;2026-02-13;Portances dynaplaque;Arase / Matériau du site;Hugo Lepolard;;Groupe auto lignes brutes: 2026-SP-I0068;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
109;2026-RA-INT0109;110;2026;2026-02-16;Portances dynaplaque;PF chaussée après rabotage / Grave alluvionnaire en place;Hugo Lepolard;;Groupe auto lignes brutes: 2026-SP-I0065;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
108;2026-RA-INT0108;110;2026;2026-02-23;Portances dynaplaque;CDF / Matériau du site;Hugo Lepolard;;Groupe auto lignes brutes: 2026-SP-I0064;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
127;2026-RA-INT0127;112;2026;2026-02-23;Portances dynaplaque;AT parking / Grave concassée 0/80;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2026-SP-I0067;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
199;2026-RA-INT0199;107;2026;2026-02-23;Portances dynaplaque;CdF existante / Grave alluvionnaire;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2026-SP-I0072, 2026-SP-I0073;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
107;2026-RA-INT0107;110;2026;2026-02-24;Portances dynaplaque;CDF / Matériaux du site;F. Montet;;Groupe auto lignes brutes: 2026-SP-I0063;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
100;2026-RA-INT0100;109;2026;2026-02-25;Portances dynaplaque;"CdF - Bât. ""Wharehouse"" / Grave concassée 0/80";Sylvain LHOPITAL;;Groupe auto lignes brutes: 2026-SP-I0049, 2026-SP-I0050, 2026-SP-I0053, 2026-SP-I0054, 2026-SP-I0055, 2026-SP-I0056;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
99;2026-RA-INT0099;109;2026;2026-02-26;Portances dynaplaque;FdF - PF Réservoir Sprinkler / Grave concassée 0/80;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2026-SP-I0047, 2026-SP-I0048, 2026-SP-I0051, 2026-SP-I0052;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
402;2026-RA-INT0402;48;2026;2026-03-03;Campagne prélèvements terrain;Carrefour Péri / Philip;Sylvain LHOPITAL;Fondation;Groupe auto prélèvements: 2026-RA-PRL0291;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
517;2026-RA-INT0517;101;2026;2026-03-03;Campagne prélèvements terrain;Carrefour Péri / Philip;Sylvain LHOPITAL;Fondation;Groupe auto prélèvements: 2026-RA-PRL0482;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
97;2026-RA-INT0097;107;2026;2026-03-04;Macrotexture PMT;Carrefour Péri / Philip;Sylvain LHOPITAL;;Groupe auto lignes brutes: 2026-SP-I0043;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
401;2026-RA-INT0401;47;2026;2026-03-04;Campagne prélèvements terrain;Carrefour Péri / Philip;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2026-RA-PRL0290;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
516;2026-RA-INT0516;100;2026;2026-03-04;Campagne prélèvements terrain;Carrefour Péri / Philip;Sylvain LHOPITAL;Roulement;Groupe auto prélèvements: 2026-RA-PRL0481;Préparée;2026-04-06 12:54:54;2026-04-06 12:54:54
